,Field_Name,Harvest Year,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Enter Crop Area (ha),Enter Total Wet Mass Harvested (kg),Enter Dry Finished Yield Mass (kg),Soil_Organic_Matter,Yield_kg_per_Ha,Yield_kg_per_Ha_Dry,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha,Season
206,M2I2034,2020,-704.27,350.0,21.0,140.0,684090.0,338150,2.5,4886.357142857143,2415.3571428571427,0.0,0.0,0.44,0.0,2.08,0.0,0.0,WINTER
207,M6V2011,2020,-358.9,450.0,24.0,78.0,632290.0,341440,3.911538461538461,8106.282051282052,4377.4358974358975,133.4,24.48,0.0,119.68,0.0,0.0,120.0,SUMMER
209,M6V2012,2020,973.03,450.0,25.0,78.0,512030.0,276490,3.124137931034483,6564.48717948718,3544.74358974359,101.2,24.48,0.22,119.68,1.04,0.0,120.0,SUMMER
211,M6V2013,2020,-551.39,450.0,24.0,78.0,511800.0,276370,3.832,6561.538461538462,3543.2051282051284,55.2,24.48,0.0,119.68,0.0,0.0,120.0,SUMMER
212,M6V2066,2020,748.4,450.0,24.0,78.0,569560.0,307560,2.007894736842105,7302.051282051282,3943.076923076923,101.2,24.48,0.0,119.68,0.0,0.0,120.0,SUMMER
213,M2I2008,2020,1060.97,350.0,19.0,90.0,784400.0,446400,2.5,8715.555555555555,4960.0,124.2,26.0,0.0,119.6,0.0,0.0,120.0,WINTER
214,M2I2009,2020,490.6,350.0,19.0,109.0,908160.0,488060,2.5,8331.743119266055,4477.614678899083,59.8,26.0,0.0,119.6,0.0,0.0,120.0,WINTER
216,M2I2010,2020,-85.83,350.0,18.0,113.0,909480.0,502310,2.5,8048.495575221239,4445.221238938053,59.8,26.0,0.0,119.6,0.0,0.0,120.0,WINTER
217,M2I2011,2020,-213.99,350.0,16.0,114.0,952150.0,552250,2.5,8352.192982456141,4844.298245614035,59.8,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
218,M2I2012,2020,-534.9,350.0,17.0,115.0,1001940.0,601260,2.5,8712.521739130434,5228.347826086957,0.0,26.0,0.0,119.6,0.0,0.0,120.0,WINTER
219,M6I20174,2020,-623.14,350.0,15.0,88.0,588550.0,303810,2.5,6688.068181818182,3452.3863636363635,0.0,33.0,0.0,99.0,0.0,0.0,105.0,WINTER
220,M6I2025,2020,-59.9,350.0,15.0,52.0,365490.0,174960,2.5,7028.653846153846,3364.6153846153848,0.0,116.0,0.0,78.0,0.0,90.0,0.0,WINTER
221,M6I2026,2020,-666.04,350.0,15.0,90.0,469290.0,254400,2.5,5214.333333333333,2826.6666666666665,0.0,35.0,0.0,105.0,0.0,0.0,97.8,WINTER
222,M6I2027,2020,-621.57,350.0,15.0,104.0,712340.0,368560,2.5,6849.423076923077,3543.846153846154,0.0,33.0,0.0,99.0,0.0,0.0,96.0,WINTER
223,M6I2028,2020,-631.81,350.0,15.0,122.0,795950.0,385240,2.5,6524.180327868852,3157.7049180327867,0.0,33.0,0.0,99.0,0.0,0.0,96.0,WINTER
224,M6I2029,2020,-649.24,350.0,15.0,56.0,404890.0,205000,2.5,7230.178571428572,3660.714285714286,0.0,33.0,0.0,99.0,0.0,0.0,0.0,WINTER
225,M6I2030,2020,-645.24,350.0,15.0,75.0,447940.0,237450,2.5,5972.533333333334,3166.0,0.0,33.0,0.0,99.0,0.0,0.0,106.2,WINTER
226,M6V2025,2020,649.19,450.0,15.0,45.0,208800.0,105820,2.63,4640.0,2351.555555555556,92.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
227,M6V2026,2020,674.23,450.0,15.0,104.0,608960.0,331580,2.6480952380952383,5855.384615384615,3188.269230769231,92.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
228,M4V2062,2020,-1225.34,450.0,9.0,158.0,729760.0,388960,3.896808510638298,4618.734177215189,2461.772151898734,92.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
230,M4V2063,2020,-1563.34,450.0,8.0,58.0,459610.0,238030,3.537352933705884,7924.310344827586,4103.96551724138,0.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
231,M4V2064,2020,56.49,450.0,15.0,60.0,469580.0,276440,2.9929411764705884,7826.333333333333,4607.333333333333,138.0,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
233,M6V2028,2020,1184.99,450.0,9.0,37.0,294080.0,134130,2.11,7948.108108108108,3625.135135135135,174.8,0.0,27.5,0.0,130.0,0.0,120.0,SUMMER
234,M6V2029,2020,-208.48,450.0,15.0,37.0,412950.0,164560,2.11,11160.81081081081,4447.567567567568,0.0,26.4,0.0,242.4,0.0,0.0,0.0,SUMMER
235,M6V2030,2020,233.08,450.0,15.0,81.0,777470.0,338660,1.98,9598.395061728395,4180.987654320988,0.0,81.0,27.5,0.0,130.0,0.0,120.0,SUMMER
237,M6V2031,2020,44.18,450.0,15.0,41.0,462090.0,202490,1.98,11270.487804878048,4938.780487804878,0.0,0.0,27.5,0.0,130.0,0.0,120.0,SUMMER
238,M6V2046,2020,-558.69,450.0,10.0,30.0,341070.0,148120,4.8,11369.0,4937.333333333333,128.8,0.0,0.0,0.0,0.0,0.0,162.0,SUMMER
240,M6V2047,2020,-689.42,450.0,14.0,44.0,461100.0,203800,4.0,10479.545454545454,4631.818181818182,128.8,0.0,0.0,0.0,0.0,0.0,165.0,SUMMER
241,M6V2069,2020,-679.33,450.0,12.0,56.0,549320.0,255430,3.3,9809.285714285714,4561.25,82.8,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
243,M6V2091,2020,-624.06,450.0,8.0,44.0,220840.0,81780,3.41,5019.090909090909,1858.636363636364,119.6,0.0,0.0,0.0,0.0,0.0,168.0,SUMMER
244,M6I20140,2020,238.65,350.0,23.0,70.0,279390.0,127960,2.5,3991.285714285714,1828.0,92.0,0.0,28.6,0.0,135.2,90.0,0.0,WINTER
245,M6V2079,2020,495.01,450.0,15.0,120.0,779400.0,438570,2.91,6495.0,3654.75,188.6,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
246,M2V2011,2020,953.79,450.0,21.0,60.0,491300.0,216860,2.5,8188.333333333333,3614.3333333333335,62.1,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
247,M2V2012,2020,797.78,450.0,20.0,86.0,740410.0,297940,2.7,8609.418604651162,3464.4186046511627,62.1,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
248,M7I2045,2020,1069.84,350.0,20.0,104.0,1033680.0,604900,2.5,9939.23076923077,5816.346153846154,115.0,15.6,0.0,115.44,0.0,0.0,108.0,WINTER
250,M7I2098,2020,1088.29,350.0,16.0,68.0,586120.0,283680,2.5,8619.411764705883,4171.764705882353,138.0,15.6,0.0,115.44,0.0,0.0,108.0,WINTER
252,M7I2005,2020,593.5,350.0,22.0,95.5,670750.0,319280,2.5,7023.560209424084,3343.246073298429,126.5,0.0,22.0,0.0,104.0,0.0,120.0,WINTER
254,M7I2006,2020,361.95,350.0,14.0,107.0,480920.0,213910,2.5,4494.579439252337,1999.1588785046729,127.88,0.0,22.0,0.0,104.0,0.0,120.0,WINTER
255,M7I2007,2020,389.23,350.0,15.0,120.0,534640.0,256900,2.5,4455.333333333333,2140.833333333333,128.8,0.0,22.0,0.0,104.0,0.0,120.0,WINTER
256,M7I2008,2020,2634.56,350.0,46.0,55.0,258450.0,154610,2.5,4699.090909090909,2811.090909090909,124.2,0.0,25.3,0.0,119.6,0.0,120.0,WINTER
257,M7I2009,2020,536.26,350.0,18.0,123.0,805580.0,361950,2.5,6549.430894308943,2942.682926829268,128.8,0.0,24.2,0.0,114.4,0.0,120.0,WINTER
259,M2I2024,2020,788.37,350.0,15.0,92.0,603830.0,323050,2.5,6563.369565217391,3511.413043478261,55.2,0.0,26.4,0.0,124.8,0.0,0.0,WINTER
260,M2I2047,2020,755.18,350.0,15.0,132.0,727780.0,377560,2.5,5513.484848484848,2860.3030303030305,55.2,0.0,26.4,0.0,124.8,0.0,0.0,WINTER
262,M2V2013,2020,786.2,450.0,23.0,84.0,657470.0,332750,2.5,7827.023809523809,3961.309523809524,55.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
263,M6V2037,2020,205.85,450.0,11.0,45.0,574560.0,277920,3.405,12768.0,6176.0,0.0,37.125,37.125,0.0,0.0,0.0,0.0,SUMMER
264,M6V2038,2020,72.04,450.0,14.0,25.0,259630.0,147420,3.5666666666666678,10385.2,5896.8,0.0,37.125,37.125,0.0,0.0,0.0,0.0,SUMMER
265,M6V2041,2020,363.87,450.0,10.0,45.0,463200.0,284500,3.0591666666666666,10293.333333333334,6322.222222222223,0.0,37.125,37.125,0.0,0.0,0.0,0.0,SUMMER
266,M2V2030,2020,-62.67,450.0,19.0,83.5,738790.0,396880,2.5,8847.784431137725,4753.053892215569,62.1,21.0,0.0,0.0,0.0,21.0,0.0,SUMMER
267,M2V2026,2020,1275.25,450.0,18.0,64.0,445990.0,143030,1.975555555555556,6968.59375,2234.84375,123.28,0.0,0.0,0.0,0.0,0.0,99.6,SUMMER
268,M6V2053,2020,562.77,450.0,18.0,65.0,530840.0,270830,1.95,8166.7692307692305,4166.615384615385,84.916,36.0,0.0,126.0,0.0,72.0,0.0,SUMMER
269,M6V2084,2020,-83.87,450.0,14.0,50.0,439410.0,247610,2.53,8788.2,4952.2,84.64,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
270,M6I20115,2020,750.63,350.0,10.0,89.0,581380.0,341270,2.5,6532.359550561798,3834.494382022472,92.0,15.0,0.0,90.0,0.0,30.0,102.0,WINTER
271,M6I20116,2020,854.15,350.0,14.0,118.0,868620.0,490080,2.5,7361.186440677966,4153.220338983051,92.0,15.0,0.0,90.0,0.0,30.0,90.0,WINTER
272,M6I20117,2020,814.24,350.0,14.0,108.0,681570.0,390200,2.5,6310.833333333333,3612.962962962963,92.0,13.3,0.0,79.8,0.0,26.6,99.0,WINTER
274,M6I20103,2020,-469.06,350.0,13.0,32.0,145750.0,71260,2.5,4554.6875,2226.875,0.0,54.0,27.5,0.0,130.0,0.0,120.0,WINTER
275,M6I20104,2020,-714.94,350.0,11.0,72.5,342200.0,188550,2.5,4720.0,2600.689655172414,0.0,54.0,0.0,0.0,0.0,0.0,120.0,WINTER
276,M6I20105,2020,-679.61,350.0,12.0,40.0,207620.0,107820,2.5,5190.5,2695.5,0.0,54.0,0.0,0.0,0.0,0.0,120.0,WINTER
277,M6I20106,2020,-619.52,350.0,15.0,31.0,159620.0,81380,2.5,5149.032258064516,2625.1612903225805,0.0,54.0,0.0,0.0,0.0,0.0,120.0,WINTER
279,M6I20129,2020,-708.67,350.0,15.0,147.0,537830.0,280640,2.5,3658.707482993197,1909.1156462585036,0.0,0.0,22.0,0.0,104.0,0.0,0.0,WINTER
280,M7I2052,2020,910.12,350.0,17.0,75.0,217870.0,135410,2.5,2904.9333333333334,1805.4666666666667,92.0,0.0,22.33,0.0,105.56,0.0,120.0,WINTER
281,M7I2053,2020,1076.07,350.0,18.0,48.0,327720.0,166120,2.5,6827.5,3460.833333333333,92.0,0.0,24.53,0.0,115.96,0.0,120.0,WINTER
283,M7I2054,2020,1060.16,350.0,17.0,120.0,836440.0,423070,2.5,6970.333333333333,3525.583333333333,92.0,0.0,24.53,0.0,115.96,0.0,120.0,WINTER
284,M2I2001,2020,349.85,350.0,14.0,200.0,1591140.0,957380,2.5,7955.7,4786.9,55.2,60.0,0.0,0.0,0.0,60.0,48.0,WINTER
286,M2I2002,2020,488.41,350.0,18.0,210.0,1869480.0,1099240,2.5,8902.285714285714,5234.476190476191,55.2,66.0,0.0,0.0,0.0,66.0,48.0,WINTER
288,M2I2003,2020,462.26,350.0,20.0,210.0,1600680.0,915260,2.5,7622.285714285715,4358.380952380952,55.2,60.0,0.0,0.0,0.0,60.0,48.0,WINTER
290,M7I2040,2020,334.79,350.0,21.0,200.0,1399920.0,709200,2.5,6999.6,3546.0,0.0,55.55,45.32,81.4,3.64,0.0,112.2,WINTER
292,M7I2041,2020,352.49,350.0,25.0,56.0,265200.0,121700,2.5,4735.714285714285,2173.214285714286,0.0,55.55,45.32,81.4,3.64,0.0,123.6,WINTER
294,M7I2042,2020,358.37,350.0,21.0,27.0,81360.0,26640,2.5,3013.333333333333,986.6666666666666,0.0,62.3,51.63,81.4,1.56,0.0,125.4,WINTER
295,M7I2043,2020,375.07,350.0,21.0,70.0,248580.0,104680,2.5,3551.1428571428573,1495.428571428571,0.0,62.3,51.63,81.4,1.56,0.0,124.8,WINTER
296,M7I2044,2020,300.12,350.0,25.0,47.0,126330.0,69820,2.5,2687.872340425532,1485.531914893617,0.0,58.55,44.88,103.6,1.56,0.0,118.8,WINTER
297,M7I2046,2020,275.9,350.0,25.0,23.0,52530.0,26610,2.5,2283.913043478261,1156.9565217391305,0.0,55.55,45.32,81.4,3.64,0.0,125.4,WINTER
298,M7V2001,2020,266.88,450.0,21.0,24.0,160640.0,87920,2.672,6693.333333333333,3663.3333333333335,0.0,44.55,55.55,0.0,52.0,0.0,120.0,SUMMER
299,M7V2002,2020,-90.65,450.0,21.0,78.0,358460.0,202320,2.973170731707317,4595.641025641025,2593.846153846154,0.0,40.5,52.6,0.0,57.2,0.0,138.0,SUMMER
300,M7V2003,2020,364.96,450.0,22.0,147.0,1072070.0,609790,2.5142857142857142,7292.993197278912,4148.231292517007,0.0,40.5,53.7,0.0,62.4,0.0,138.0,SUMMER
302,M7V2004,2020,162.44,450.0,21.0,88.0,512800.0,326350,3.0808988764044942,5827.272727272727,3708.522727272728,98.9,15.525,27.625,0.0,57.2,0.0,138.0,SUMMER
304,M7V2005,2020,-46.05,450.0,22.0,156.0,518250.0,271560,2.85875,3322.1153846153848,1740.7692307692307,0.0,44.55,44.55,0.0,0.0,0.0,120.0,SUMMER
305,M6I20111,2020,735.25,350.0,13.0,65.0,401620.0,196670,2.5,6178.769230769231,3025.692307692308,161.0,0.0,25.3,0.0,119.6,0.0,132.0,WINTER
307,M6V2036,2020,955.36,450.0,15.0,53.0,445110.0,231640,3.3,8398.301886792453,4370.566037735849,230.0,0.0,25.3,0.0,119.6,0.0,0.0,SUMMER
308,M4V2058,2020,1747.49,450.0,17.0,97.0,943500.0,519490,2.0465306122448976,9726.80412371134,5355.567010309278,221.053,0.0,4.75,0.0,2.6,0.0,102.0,SUMMER
310,M6V2054,2020,-311.7,450.0,15.0,78.0,751750.0,327160,2.5,9637.820512820514,4194.358974358975,46.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
312,M4V2067,2020,1940.39,450.0,16.0,141.0,1012980.0,524000,1.35,7184.255319148936,3716.3120567375886,219.144,0.0,0.55,0.0,2.6,0.0,136.026,SUMMER
314,M7I20100,2020,555.93,350.0,15.0,180.0,1160490.0,609960,2.5,6447.166666666667,3388.6666666666665,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
316,M7I20101,2020,536.12,350.0,13.0,130.0,924900.0,467630,2.5,7114.615384615385,3597.153846153846,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
318,M7I2058,2020,675.28,350.0,15.0,110.0,1124840.0,624280,2.5,10225.818181818182,5675.272727272727,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
320,M7I2059,2020,620.22,350.0,16.0,88.0,689570.0,340720,2.5,7836.022727272727,3871.818181818182,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
321,M7I2060,2020,602.91,350.0,16.0,102.0,743470.0,372030,2.5,7288.921568627451,3647.352941176471,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
322,M7I2061,2020,564.37,350.0,13.0,107.0,857770.0,415500,2.5,8016.542056074766,3883.177570093458,69.0,0.0,31.5,0.0,0.0,0.0,0.0,WINTER
324,M4V2028,2020,728.41,450.0,8.0,140.0,985120.0,569600,2.476,7036.571428571428,4068.571428571429,188.6,0.0,0.0,0.0,0.0,0.0,90.0,SUMMER
326,M2I2025,2020,950.38,350.0,20.0,70.0,591170.0,319230,2.5,8445.285714285714,4560.428571428572,82.8,112.5,25.3,0.0,119.6,132.0,0.0,WINTER
327,M2I2026,2020,46.64,350.0,17.0,80.0,578750.0,292150,2.5,7234.375,3651.875,0.0,112.5,26.4,0.0,124.8,132.0,0.0,WINTER
328,M2I2027,2020,23.35,350.0,18.0,110.0,643520.0,323050,2.5,5850.181818181818,2936.818181818182,0.0,112.5,26.4,0.0,124.8,132.0,0.0,WINTER
329,M2V2015,2020,-590.36,450.0,15.0,190.0,1080830.0,351590,2.8,5688.578947368421,1850.4736842105265,55.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
330,M6I20142,2020,-153.03,350.0,15.0,18.0,129800.0,62050,2.5,7211.111111111111,3447.222222222222,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
331,M6I20143,2020,-170.33,350.0,15.0,18.0,120010.0,58710,2.5,6667.222222222223,3261.6666666666665,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
332,M6I20144,2020,-125.84,350.0,15.0,25.0,201760.0,101890,2.5,8070.4,4075.6,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
333,M6I20145,2020,167.6,350.0,10.0,25.0,179020.0,86140,2.5,7160.8,3445.6,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
334,M6I2059,2020,-130.78,350.0,15.0,29.0,229530.0,109690,2.5,7914.827586206897,3782.413793103448,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
335,M6I2060,2020,-124.07,350.0,15.0,48.0,389760.0,200920,2.5,8120.0,4185.833333333333,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
336,M6I2061,2020,1961.23,350.0,11.0,70.18,601600.0,322540,2.5,8572.242804217725,4595.896266742661,216.2,76.25,20.25,56.0,0.0,128.0,0.0,WINTER
338,M6I2062,2020,761.95,350.0,9.0,75.0,699120.0,363890,2.5,9321.6,4851.866666666667,110.4,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
339,M6I2063,2020,807.55,350.0,12.0,36.0,340960.0,177780,2.5,9471.111111111111,4938.333333333333,110.4,76.25,20.25,56.0,0.0,128.0,0.0,WINTER
340,M6I2064,2020,-133.61,350.0,15.0,36.0,281780.0,131900,2.5,7827.222222222223,3663.8888888888887,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
341,M6I2065,2020,-175.62,350.0,15.0,19.0,123400.0,57240,2.5,6494.736842105263,3012.6315789473683,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
342,M6I2066,2020,-276.05,350.0,8.0,41.0,322210.0,170700,2.5,7858.780487804878,4163.414634146341,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
343,M6I2067,2020,-122.66,350.0,15.0,72.0,588060.0,308850,2.5,8167.5,4289.583333333333,0.0,76.25,20.25,56.0,0.0,56.0,72.0,WINTER
344,M6I2018,2020,61.97,350.0,15.0,125.0,937460.0,483910,2.5,7499.68,3871.28,92.0,15.5,0.0,114.7,0.0,0.0,114.0,WINTER
345,M6I2019,2020,59.15,350.0,15.0,125.0,926340.0,495590,2.5,7410.72,3964.72,92.0,15.5,0.0,114.7,0.0,0.0,114.0,WINTER
346,M6I2020,2020,1167.52,350.0,15.0,120.0,1039110.0,550110,2.5,8659.25,4584.25,92.0,0.0,34.65,0.0,163.8,0.0,120.0,WINTER
348,M6I2021,2020,796.11,350.0,9.0,120.0,976770.0,578740,2.5,8139.75,4822.833333333333,92.0,16.25,0.0,120.25,0.0,0.0,120.0,WINTER
349,M6I2075,2020,731.08,350.0,8.0,95.0,660880.0,341340,2.5,6956.631578947368,3593.0526315789475,92.0,15.5,0.0,114.7,0.0,0.0,114.0,WINTER
350,M6V2001,2020,-1611.75,450.0,15.0,125.0,828720.0,402670,3.7599999999999993,6629.76,3221.36,0.0,16.25,0.0,120.25,0.0,0.0,0.0,SUMMER
352,M6V2002,2020,-1686.75,450.0,15.0,130.0,888930.0,416380,3.87,6837.923076923077,3202.923076923077,0.0,16.25,0.0,120.25,0.0,0.0,0.0,SUMMER
354,M6V2003,2020,-2218.8,450.0,15.0,120.0,859260.0,418890,4.6,7160.5,3490.75,0.0,16.25,0.0,120.25,0.0,0.0,0.0,SUMMER
356,M6I20149,2020,948.73,350.0,10.0,50.0,440270.0,219480,2.5,8805.4,4389.6,92.0,40.0,0.0,120.0,0.0,60.0,78.0,WINTER
357,M6I20150,2020,980.97,350.0,15.0,50.0,329150.0,187710,2.5,6583.0,3754.2,92.0,40.0,0.0,120.0,0.0,60.0,78.0,WINTER
358,M6V2061,2020,1236.15,450.0,12.0,40.0,400420.0,199480,2.66,10010.5,4987.0,216.2,36.0,0.0,126.0,0.0,72.0,0.0,SUMMER
360,M6V2062,2020,-144.72,450.0,15.0,50.0,537690.0,272820,3.01,10753.8,5456.4,92.0,36.0,0.0,126.0,0.0,72.0,0.0,SUMMER
361,M4V2057,2020,1420.09,450.0,22.0,91.74,665140.0,359380,2.3,7250.272509265315,3917.375190756486,206.908,0.0,4.75,0.0,2.6,0.0,72.0,SUMMER
363,M4V2065,2020,1363.35,450.0,20.0,72.0,597620.0,311300,1.98,8300.277777777777,4323.611111111111,182.0772,0.0,4.75,0.0,2.6,0.0,93.12,SUMMER
364,M2V2023,2020,712.36,450.0,8.0,180.0,1283760.0,608500,2.5,7132.0,3380.555555555556,59.8,0.0,77.8,0.0,119.6,0.0,0.0,SUMMER
365,M2V2024,2020,-15.82,450.0,9.0,180.0,1423350.0,533760,3.485483870967741,7907.5,2965.333333333333,59.8,0.0,73.4,0.0,98.8,0.0,0.0,SUMMER
366,M7I2010,2020,599.17,350.0,15.0,50.0,384580.0,145410,2.5,7691.6,2908.2,138.0,0.0,22.0,0.0,104.0,0.0,180.0,WINTER
367,M7I2011,2020,609.35,350.0,16.0,53.0,432030.0,158550,2.5,8151.509433962264,2991.509433962264,138.0,0.0,22.0,0.0,104.0,0.0,120.0,WINTER
368,M6V2007,2020,491.82,450.0,24.0,35.0,220500.0,123260,2.2008333333333328,6300.0,3521.714285714286,66.7,90.0,0.0,0.0,0.0,90.0,60.0,SUMMER
369,M6V2008,2020,1342.52,450.0,9.0,70.0,771830.0,379670,2.1412499999999994,11026.142857142857,5423.857142857143,92.0,0.0,26.4,0.0,124.8,0.0,123.0,SUMMER
371,M6V2009,2020,1014.71,450.0,24.0,75.0,547490.0,324390,2.598846153846154,7299.866666666667,4325.2,190.9,0.0,0.0,0.0,0.0,0.0,135.6,SUMMER
372,M6V2010,2020,1068.16,450.0,30.0,95.0,658600.0,408270,2.061562500000001,6932.631578947368,4297.578947368421,142.6,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
374,M2V2025,2020,724.29,450.0,13.0,82.0,378680.0,81300,2.4,4618.048780487805,991.4634146341464,61.18,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
375,M6I2031,2020,13.72,350.0,14.0,120.0,506750.0,257730,2.5,4222.916666666667,2147.75,92.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
377,M6I2032,2020,-1.02,350.0,11.0,120.0,713780.0,329840,2.5,5948.166666666667,2748.6666666666665,115.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
379,M6I2033,2020,816.63,350.0,13.0,97.5,354780.0,175190,2.5,3638.769230769231,1796.820512820513,92.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
380,M6I2034,2020,-228.0,350.0,13.0,97.5,547130.0,290580,2.5,5611.589743589743,2980.3076923076924,64.4,0.0,21.0,0.0,0.0,0.0,0.0,WINTER
382,M6V2064,2020,701.71,450.0,19.0,120.0,513380.0,302430,2.6,4278.166666666667,2520.25,165.6,0.0,21.0,0.0,0.0,0.0,0.0,SUMMER
383,M6V2065,2020,652.23,450.0,17.0,120.0,480430.0,242670,2.6,4003.5833333333335,2022.25,165.6,0.0,21.0,0.0,0.0,0.0,0.0,SUMMER
385,M6I20170,2020,-493.5,350.0,16.0,40.0,157060.0,81140,2.5,3926.5,2028.5,0.0,108.8,0.0,110.4,0.0,85.2,0.0,WINTER
386,M4V2017,2020,-42.83,450.0,15.0,20.29,158590.0,89950,2.5,7816.165598817151,4433.218334154756,0.0,189.99,0.0,0.0,0.0,0.0,118.2,SUMMER
387,M4V2018,2020,-73.84,450.0,15.0,77.2,603830.0,340800,2.5,7821.632124352332,4414.5077720207255,0.0,183.51,0.0,0.0,0.0,0.0,104.94,SUMMER
389,M6V2063,2020,52.6,450.0,19.0,50.0,188600.0,88150,2.45,3772.0,1763.0,101.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
390,M6I20165,2020,811.5,350.0,11.0,32.5,230360.0,77680,2.5,7088.0,2390.153846153846,92.0,18.0,0.0,108.0,0.0,54.0,96.0,WINTER
391,M6I20166,2020,783.94,350.0,10.0,47.5,326010.0,126560,2.5,6863.368421052632,2664.4210526315787,184.0,18.0,0.0,108.0,0.0,54.0,96.0,WINTER
392,M6I20178,2020,876.91,350.0,15.0,25.0,303050.0,178800,2.5,12122.0,7152.0,161.0,24.0,0.55,120.0,2.6,0.0,139.8,WINTER
393,M6I20180,2020,557.01,350.0,15.0,75.0,150760.0,146390,2.5,2010.1333333333332,1951.8666666666663,161.0,24.0,0.55,120.0,2.6,0.0,139.8,WINTER
394,M7V2042,2020,-1727.93,450.0,11.0,41.0,129830.0,48060,4.5,3166.5853658536585,1172.1951219512196,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
395,M7V2043,2020,-670.44,450.0,21.0,28.0,126510.0,42500,4.5,4518.214285714285,1517.857142857143,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
397,M7V2044,2020,754.15,450.0,19.0,23.2,89970.0,30780,2.5,3878.017241379311,1326.7241379310344,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
398,M2V2028,2020,296.23,450.0,21.0,138.0,1085120.0,441320,2.5,7863.188405797101,3197.971014492753,80.5,0.0,31.5,0.0,0.0,0.0,108.0,SUMMER
399,M2V2029,2020,-147.6,450.0,19.0,138.0,1009290.0,355570,4.0,7313.695652173913,2576.5942028985505,80.5,0.0,31.5,0.0,0.0,0.0,108.0,SUMMER
400,M4V2059,2020,-107.58,450.0,10.0,45.2,289370.0,180080,2.4435294117647057,6401.991150442477,3984.070796460177,0.0,108.0,0.0,90.0,0.0,30.0,90.0,SUMMER
402,M6I20118,2020,-289.27,350.0,14.0,65.0,434160.0,218820,2.5,6679.384615384615,3366.4615384615386,0.0,90.0,25.3,0.0,119.6,0.0,120.0,WINTER
403,M7I2055,2020,271.42,350.0,13.0,105.0,738210.0,347700,2.5,7030.571428571428,3311.428571428572,138.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
404,M7I2056,2020,243.16,350.0,12.0,96.0,650980.0,292550,2.5,6781.041666666667,3047.395833333333,138.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
406,M7I2057,2020,371.45,350.0,18.0,106.0,736430.0,334850,2.5,6947.452830188679,3158.962264150944,138.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
407,M6I20108,2020,876.85,350.0,16.0,37.0,230660.0,92310,2.5,6234.054054054054,2494.864864864865,92.0,15.0,0.0,111.0,0.0,0.0,132.0,WINTER
409,M6I20109,2020,864.07,350.0,13.0,75.0,583760.0,303320,2.5,7783.466666666666,4044.266666666667,92.0,15.0,0.0,111.0,0.0,0.0,132.0,WINTER
